TIMESTAMP,CPU,MEM
1733326937,0,17847
1733326937,0,17847
1733326938,0,17847
1733326938,0,17847
1733326938,0,17847
1733326938,0,17847
1733326939,0,17847
1733326939,0,17847
1733326939,0,17847
1733326939,0,17847
1733326941,0,17847
1733326941,0,17847
1733326941,0,17847
1733326941,0,17847
1733326942,0,17847
1733326942,0,17847
1733326942,0,17847
1733326942,0,17847
1733326943,0,17847
1733326943,0,17847
1733326943,0,17847
1733326943,0,17847
1733326944,0,17847
1733326944,0,17847
1733326944,0,17847
1733326944,0,17847
1733326946,0,17847
1733326946,0,17847
1733326946,0,17847
1733326946,0,17847
1733326947,0,17847
1733326947,0,17847
1733326947,0,17847
1733326947,0,17847
1733326948,0,17847
1733326948,0,17847
1733326948,0,17847
1733326948,0,17847
1733326949,0,17847
1733326949,0,17847
1733326949,0,17847
1733326949,0,17847
1733326951,0,17847
1733326951,0,17847
1733326951,0,17847
1733326951,0,17847
